,BLUFF_ENGINE,CURVATURE_INJECTOR,DIVERGENCE_TAX,EXTRACTOR_LURE,FACE12_DENIAL,FACE15_DENIAL,FACE17_DENIAL,HOMOLOGY_PUNCTURE,H_MASK_SPLIT,KERNEL_DRIP,KERNEL_SPIKE,MONODROME_CONTAMINATOR,NONE,OMEGA_LOCK,RANDOM_JABBER,RANK4_TAX
BASIN_SWITCHER,66.80156105324072,83.20448254243829,69.638498746142,66.45115596064815,123.55036795910496,37.13928578317905,116.23313416280868,71.40239920910494,96.95448254243829,63.4128158757716,-219.84365981867288,39.972457682291676,113.20448254243829,113.20448254243829,57.30335286458333,-131.355563753858
BLUFF_REVEAL,0.0,7.115789930555557,-38.33842303240741,0.0,7.799123263888866,7.882456597222237,8.049123263888866,-11.044626736111134,5.261623263888872,6.532456597222215,-10.98822627314815,0.0,8.115789930555557,8.115789930555557,0.0,1.4991232638889116
CURVATURE_ZERO,0.0,32.415241849922836,-86.58628592785492,0.0,-58.997547501929006,34.17201847029321,33.798320553626496,31.924880160108046,32.707209442515364,30.743233748071077,-69.85709611304011,0.0,34.601827498070975,34.32561222029315,0.0,-49.24741440007719
DIVERGENCE_MIN,97.23366753472223,109.1382672646605,141.91326726466048,72.15421151620376,137.42993393132718,139.27993393132715,137.8466005979938,97.49243393132718,123.67993393132718,89.51326726466056,-201.24650125385804,79.12269495081019,138.8882672646605,138.8882672646605,78.1607689525463,-121.89927324459876
EMERGENCE_SEEKER,-362.45222945601853,-376.8923577353395,-245.0810498649691,-329.5311877893519,-264.26447579089523,-264.26447579089523,-264.26447579089523,-55.45228539737657,-270.51447579089523,-437.31093412422837,-400.44558690200614,-244.39583514178247,-264.26447579089523,-264.26447579089523,-147.89358289930553,-247.47216676311746
FACE12_ANCHOR,49.30096498842592,73.3018089313272,81.72402536651236,50.62423466435188,97.08560522762352,106.47680893132718,110.6765311535494,67.29139226466054,94.51014226466054,52.84347559799386,-230.45410542052468,36.274477358217595,108.88514226466054,108.88514226466054,11.265141059027783,-176.3241748649691
FACE15_ANCHOR,79.2094950810185,89.90239920910494,89.15547791280866,69.09137586805555,121.13619550540125,124.91536217206794,124.86165268132714,79.82948254243829,117.8190658757716,71.98573254243829,-226.50996190200613,55.051803747106476,124.902399209105,124.902399209105,56.279660734953694,-114.06483458719134
FACE17_ANCHOR,30.54021267361111,44.33448254243831,26.067080922067902,25.390785590277794,77.70948254243831,68.31781587577163,82.6710624035494,49.04281587577165,81.45948254243831,23.542815875771623,-254.1975081983025,18.502480830439822,80.41781587577165,80.41781587577165,15.97447844328704,-157.73386815200615
H2047_PURIST,0.0,39.30091917438273,42.91356963734569,0.0,76.61758584104939,51.784252507716076,68.88425250771604,9.00341917438277,61.05091917438273,-18.032414158950616,-321.0799315200617,0.0,130.71758584104936,51.13425250771604,0.0,-192.29441068672838
H954_CORRIDOR,-3.3688787615740665,21.408545042438277,15.57166425540126,-1.4533116319444517,67.1624339313272,63.250385320216054,65.26125337577164,16.060324556327174,56.59604504243828,-35.71645495756172,-245.9798866705247,3.668661385995364,62.53354504243828,62.53354504243828,-58.46587167245369,-176.27644338348767
MONODROME_PURIST,0.0,42.33311390817903,22.483403260030855,0.0,73.34978057484568,-56.419698591821,73.09978057484568,32.99978057484566,64.62478057484567,25.24978057484566,-257.5108849344136,0.0,80.66644724151234,80.66644724151234,0.0,-181.54273099922835
Q4_BALANCER,0.0,13.380211709104922,27.653712866512343,0.0,71.01354504243828,26.806218653549372,71.02187837577164,-31.436454957561757,52.31771170910495,-24.83645495756175,-223.34929639274694,0.0,76.79687837577164,74.0885450424383,0.0,-133.45649546682102
ROBUST_REVEAL,0.0,4.50877845293212,4.092111786265434,0.0,5.558778452932074,5.4254451195987485,5.292111786265423,-6.53288821373458,3.4587784529320516,3.542111786265423,-27.404896315586413,0.0,5.875445119598737,5.875445119598737,0.0,-9.69122154706794
SIGMA_MIN,0.0,14.268376494984558,22.826397328317924,0.0,58.86289038387344,72.86004316165128,78.98504316165128,-16.108819685571,57.7683764949846,-35.21495683834879,-279.656241560571,0.0,104.81004316165118,79.60170982831784,0.0,-159.00286193094135
SPREAD_CONTROL,0.0,21.456863667052453,17.588009500385844,0.0,73.03841459297843,66.74853033371909,15.048183111496904,11.422960310571021,3.4871009355710143,-20.459802999614205,-240.85174744405865,0.0,98.62353033371912,98.62353033371912,0.0,-144.7255726755401
STOCHASTIC_CONTROL,42.735206886574076,97.5016555748457,52.558455343364244,47.27273582175928,99.617795621142,100.61479793595683,105.02463879243828,30.376675829475317,94.00686390817904,42.530376639660545,-224.9685643325617,11.80325918692131,112.84034770447536,120.34066888503088,-12.623947482638897,-141.8134977816358
